,name_2,root_1,pitch_class_smaller,cents_diff,matched_pitch_class,n_edo
15,just diatonic,A,G,-17.596287865939992,G,18
0,just diatonic,B,B,0.0,B,18
2,just diatonic,B,C,21.602048063555493,C,18
5,just diatonic,B,D,17.692046332780414,D,18
7,just diatonic,B,E,-31.378332467945985,E,18
9,just diatonic,B,F,-9.776284404390282,F,18
12,just diatonic,B,G,-13.6862861351655,G,18
15,just diatonic,B,A,3.910001730774752,A,18
0,just diatonic,C,C,0.0,C,19
3,just diatonic,C,D,-14.436317520249002,D,19
6,just diatonic,C,E,-7.3663454437824125,E,19
8,just diatonic,C,F,7.218158760124521,F,19
11,just diatonic,C,G,-7.218158760124299,G,19
14,just diatonic,C,A,-0.1481866836581074,A,19
17,just diatonic,C,B,-14.584504203906423,B,19
0,just diatonic,D,D,0.0,D,19
3,just diatonic,D,E,7.069972076465807,E,19
5,just diatonic,D,F,21.654476280373164,F,19
8,just diatonic,D,G,7.218158760124521,G,19
11,just diatonic,D,A,14.28813083659036,A,19
14,just diatonic,D,B,-0.14818668365772292,B,19
16,just diatonic,D,C,14.436317520248538,C,19
0,just diatonic,E,E,0.0,E,19
2,just diatonic,E,F,14.584504203906665,F,19
5,just diatonic,E,G,0.14818668365802606,G,19
8,just diatonic,E,A,7.218158760124139,A,19
11,just diatonic,E,B,-7.218158760124106,B,19
13,just diatonic,E,C,7.366345443782594,C,19
16,just diatonic,E,D,-7.069972076466319,D,19
0,just diatonic,F,F,0.0,F,19
3,just diatonic,F,G,-14.43631752024881,G,19
6,just diatonic,F,A,-7.366345443782605,A,19
9,just diatonic,F,B,-21.80266296403081,B,19
11,just diatonic,F,C,-7.218158760124299,C,19
14,just diatonic,F,D,-21.654476280373,D,19
17,just diatonic,F,E,-14.584504203906619,E,19
0,just diatonic,G,G,0.0,G,19
3,just diatonic,G,A,7.069972076465807,A,19
6,just diatonic,G,B,-7.366345443782219,B,19
8,just diatonic,G,C,7.218158760124521,C,19
11,just diatonic,G,D,-7.218158760124492,D,19
14,just diatonic,G,E,-0.14818668365791515,E,19
16,just diatonic,G,F,14.436317520248538,F,19
0,just diatonic,A,A,0.0,A,19
3,just diatonic,A,B,-14.436317520248423,B,19
5,just diatonic,A,C,0.14818668365802606,C,19
8,just diatonic,A,D,-14.288130836590687,D,19
11,just diatonic,A,E,-7.218158760124106,E,19
13,just diatonic,A,F,7.366345443782594,F,19
16,just diatonic,A,G,-7.069972076466319,G,19
0,just diatonic,B,B,0.0,B,19
2,just diatonic,B,C,14.584504203906283,C,19
5,just diatonic,B,D,0.1481866836576417,D,19
8,just diatonic,B,E,7.218158760124139,E,19
10,just diatonic,B,F,21.80266296403079,F,19
13,just diatonic,B,G,7.366345443782211,G,19
16,just diatonic,B,A,14.436317520248158,A,19
0,just diatonic,C,C,0.0,C,20
3,just diatonic,C,D,-23.9100017307749,D,20
6,just diatonic,C,E,-26.313713864834934,E,20
8,just diatonic,C,F,-18.044999134612468,F,20
12,just diatonic,C,G,18.044999134612222,G,20
15,just diatonic,C,A,15.641287000552365,A,20
18,just diatonic,C,B,-8.268714730222182,B,20
0,just diatonic,D,D,0.0,D,20
3,just diatonic,D,E,-2.403712134060088,E,20
5,just diatonic,D,F,5.865002596162303,F,20
8,just diatonic,D,G,-18.044999134612468,G,20
11,just diatonic,D,A,-20.44871126867259,A,20
15,just diatonic,D,B,15.641287000552746,B,20
17,just diatonic,D,C,23.910001730774834,C,20
0,just diatonic,E,E,0.0,E,20
2,just diatonic,E,F,8.26871473022266,F,20
5,just diatonic,E,G,-15.641287000552529,G,20
8,just diatonic,E,A,-18.044999134612663,A,20
12,just diatonic,E,B,18.044999134612603,B,20
14,just diatonic,E,C,26.313713864835044,C,20
17,just diatonic,E,D,2.4037121340599725,D,20
0,just diatonic,F,F,0.0,F,20
3,just diatonic,F,G,-23.9100017307749,G,20
6,just diatonic,F,A,-26.31371386483513,A,20
10,just diatonic,F,B,9.776284404390458,B,20
12,just diatonic,F,C,18.044999134612222,C,20
15,just diatonic,F,D,-5.865002596162659,D,20
18,just diatonic,F,E,-8.268714730222761,E,20
0,just diatonic,G,G,0.0,G,20
3,just diatonic,G,A,-2.4037121340598953,A,20
6,just diatonic,G,B,-26.31371386483474,B,20
8,just diatonic,G,C,-18.044999134612663,C,20
12,just diatonic,G,D,18.044999134612222,D,20
15,just diatonic,G,E,15.641287000552365,E,20
17,just diatonic,G,F,23.910001730774834,F,20
0,just diatonic,A,A,0.0,A,20
3,just diatonic,A,B,-23.91000173077451,B,20
5,just diatonic,A,C,-15.641287000552529,C,20
9,just diatonic,A,D,20.448711268672554,D,20
12,just diatonic,A,E,18.044999134612222,E,20
14,just diatonic,A,F,26.313713864835044,F,20
17,just diatonic,A,G,2.4037121340599725,G,20
0,just diatonic,B,B,0.0,B,20
2,just diatonic,B,C,8.268714730222277,C,20
5,just diatonic,B,D,-15.641287000552722,D,20
8,just diatonic,B,E,-18.044999134612663,E,20
10,just diatonic,B,F,-9.776284404390282,F,20
14,just diatonic,B,G,26.313713864834664,G,20
17,just diatonic,B,A,23.910001730774454,A,20
0,just diatonic,C,C,0.0,C,21
4,just diatonic,C,D,24.66142684065354,D,21
7,just diatonic,C,E,13.686286135165219,E,21
9,just diatonic,C,F,16.240715151101934,F,21
12,just diatonic,C,G,-16.240715151101515,G,21
15,just diatonic,C,A,-27.215855856590313,A,21
19,just diatonic,C,B,-2.5544290159364236,B,21
0,just diatonic,D,D,0.0,D,21
3,just diatonic,D,E,-10.975140705488768,E,21
5,just diatonic,D,F,-8.420711689551776,F,21
9,just diatonic,D,G,16.24071515110155,G,21
12,just diatonic,D,A,5.265574445613126,A,21
15,just diatonic,D,B,-27.215855856590114,B,21
17,just diatonic,D,C,-24.66142684065375,C,21
0,just diatonic,E,E,0.0,E,21
2,just diatonic,E,F,2.5544290159366034,F,21
6,just diatonic,E,G,27.215855856590174,G,21
9,just diatonic,E,A,16.24071515110155,A,21
12,just diatonic,E,B,-16.240715151101515,B,21
14,just diatonic,E,C,-13.686286135165112,C,21
18,just diatonic,E,D,10.975140705488421,D,21
0,just diatonic,F,F,0.0,F,21
4,just diatonic,F,G,24.66142684065354,G,21
7,just diatonic,F,A,13.686286135164837,A,21
10,just diatonic,F,B,-18.795144167038426,B,21
12,just diatonic,F,C,-16.240715151101902,C,21
16,just diatonic,F,D,8.4207116895518,D,21
19,just diatonic,F,E,-2.554429015936808,E,21
0,just diatonic,G,G,0.0,G,21
3,just diatonic,G,A,-10.975140705488768,A,21
7,just diatonic,G,B,13.686286135165219,B,21
9,just diatonic,G,C,16.24071515110155,C,21
12,just diatonic,G,D,-16.240715151101707,D,21
15,just diatonic,G,E,-27.215855856590313,E,21
17,just diatonic,G,F,-24.66142684065375,F,21
0,just diatonic,A,A,0.0,A,21
4,just diatonic,A,B,24.66142684065392,B,21
6,just diatonic,A,C,27.215855856590174,C,21
9,just diatonic,A,D,-5.265574445612954,D,21
12,just diatonic,A,E,-16.240715151101902,E,21
14,just diatonic,A,F,-13.686286135164918,F,21
18,just diatonic,A,G,10.975140705488421,G,21
0,just diatonic,B,B,0.0,B,21
2,just diatonic,B,C,2.5544290159362193,C,21
6,just diatonic,B,D,27.215855856590174,D,21
9,just diatonic,B,E,16.24071515110155,E,21
11,just diatonic,B,F,18.79514416703813,F,21
14,just diatonic,B,G,-13.6862861351655,G,21
17,just diatonic,B,A,-24.661426840653945,A,21
0,just diatonic,C,C,0.0,C,22
4,just diatonic,C,D,14.27181645104326,D,22
7,just diatonic,C,E,-4.495532046652959,E,22
9,just diatonic,C,F,-7.135908225521163,F,22
13,just diatonic,C,G,7.135908225521872,G,22
16,just diatonic,C,A,-11.631440272174876,A,22
20,just diatonic,C,B,2.640376178868571,B,22
0,just diatonic,D,D,0.0,D,22
3,just diatonic,D,E,-18.76734849769652,E,22
5,just diatonic,D,F,-21.407724676564882,F,22
9,just diatonic,D,G,-7.135908225521356,G,22
12,just diatonic,D,A,-25.90325672321818,A,22
16,just diatonic,D,B,-11.631440272174682,B,22
18,just diatonic,D,C,-14.271816451043184,C,22
0,just diatonic,E,E,0.0,E,22
2,just diatonic,E,F,-2.640376178868224,F,22
6,just diatonic,E,G,11.631440272174524,G,22
9,just diatonic,E,A,-7.135908225521548,A,22
13,just diatonic,E,B,7.135908225521872,B,22
15,just diatonic,E,C,4.4955320466531745,C,22
19,just diatonic,E,D,18.76734849769653,D,22
0,just diatonic,F,F,0.0,F,22
4,just diatonic,F,G,14.27181645104326,G,22
7,just diatonic,F,A,-4.495532046653344,A,22
11,just diatonic,F,B,9.776284404390458,B,22
13,just diatonic,F,C,7.135908225521489,C,22
17,just diatonic,F,D,21.407724676564502,D,22
20,just diatonic,F,E,2.6403761788681868,E,22
0,just diatonic,G,G,0.0,G,22
3,just diatonic,G,A,-18.767348497696712,A,22
7,just diatonic,G,B,-4.495532046652959,B,22
9,just diatonic,G,C,-7.135908225521548,C,22
13,just diatonic,G,D,7.135908225521489,D,22
16,just diatonic,G,E,-11.631440272174682,E,22
18,just diatonic,G,F,-14.271816451043184,F,22
0,just diatonic,A,A,0.0,A,22
4,just diatonic,A,B,14.271816451043641,B,22
6,just diatonic,A,C,11.631440272174524,C,22
10,just diatonic,A,D,25.903256723217975,D,22
13,just diatonic,A,E,7.135908225521489,E,22
15,just diatonic,A,F,4.4955320466531745,F,22
19,just diatonic,A,G,18.76734849769653,G,22
0,just diatonic,B,B,0.0,B,22
2,just diatonic,B,C,-2.640376178868994,C,22
6,just diatonic,B,D,11.631440272174524,D,22
9,just diatonic,B,E,-7.135908225521548,E,22
11,just diatonic,B,F,-9.776284404390282,F,22
15,just diatonic,B,G,4.495532046652792,G,22
18,just diatonic,B,A,-14.271816451043572,A,22
0,just diatonic,C,C,0.0,C,23
4,just diatonic,C,D,4.785650443137883,D,23
7,just diatonic,C,E,-21.096322560486986,E,23
10,just diatonic,C,F,23.694131300169925,F,23
13,just diatonic,C,G,-23.694131300170184,G,23
17,just diatonic,C,A,2.5978087396827316,A,23
21,just diatonic,C,B,7.383459182821469,B,23
0,just diatonic,D,D,0.0,D,23
3,just diatonic,D,E,-25.881973003625173,E,23
6,just diatonic,D,F,18.90848085703212,F,23
10,just diatonic,D,G,23.694131300169925,G,23
13,just diatonic,D,A,-2.1878417034554554,A,23
17,just diatonic,D,B,2.5978087396831158,B,23
19,just diatonic,D,C,-4.78565044313808,C,23
0,just diatonic,E,E,0.0,E,23
2,just diatonic,E,F,-7.383459182820848,F,23
6,just diatonic,E,G,-2.5978087396830882,G,23
10,just diatonic,E,A,23.694131300169925,A,23
13,just diatonic,E,B,-23.69413130016999,B,23
16,just diatonic,E,C,21.09632256048697,C,23
20,just diatonic,E,D,25.881973003625244,D,23
0,just diatonic,F,F,0.0,F,23
4,just diatonic,F,G,4.785650443137883,G,23
7,just diatonic,F,A,-21.096322560487373,A,23
11,just diatonic,F,B,-16.31067211734878,B,23
13,just diatonic,F,C,-23.69413130017038,C,23
17,just diatonic,F,D,-18.908480857032075,D,23
21,just diatonic,F,E,7.3834591828210865,E,23
0,just diatonic,G,G,0.0,G,23
3,just diatonic,G,A,-25.881973003625173,A,23
7,just diatonic,G,B,-21.09632256048679,B,23
10,just diatonic,G,C,23.694131300169925,C,23
13,just diatonic,G,D,-23.69413130017038,D,23
17,just diatonic,G,E,2.5978087396827316,E,23
19,just diatonic,G,F,-4.785650443137888,F,23
0,just diatonic,A,A,0.0,A,23
4,just diatonic,A,B,4.785650443138268,B,23
6,just diatonic,A,C,-2.5978087396827036,C,23
10,just diatonic,A,D,2.1878417034549593,D,23
13,just diatonic,A,E,-23.694131300170184,E,23
16,just diatonic,A,F,21.09632256048735,F,23
20,just diatonic,A,G,25.881973003625244,G,23
0,just diatonic,B,B,0.0,B,23
2,just diatonic,B,C,-7.383459182821234,C,23
6,just diatonic,B,D,-2.5978087396832805,D,23
10,just diatonic,B,E,23.69413130016955,E,23
12,just diatonic,B,F,16.31067211734897,F,23
16,just diatonic,B,G,21.09632256048697,G,23
19,just diatonic,B,A,-4.785650443138273,A,23
0,just diatonic,C,C,0.0,C,24
4,just diatonic,C,D,-3.9100017307746735,D,24
8,just diatonic,C,E,13.686286135165219,E,24
10,just diatonic,C,F,1.9550008653876136,F,24
14,just diatonic,C,G,-1.9550008653873927,G,24
18,just diatonic,C,A,15.641287000552365,A,24
22,just diatonic,C,B,11.731285269777747,B,24
0,just diatonic,D,D,0.0,D,24
4,just diatonic,D,E,17.59628786593992,E,24
6,just diatonic,D,F,5.865002596162303,F,24
10,just diatonic,D,G,1.9550008653876136,G,24
14,just diatonic,D,A,19.55128873132746,A,24
18,just diatonic,D,B,15.641287000552746,B,24
20,just diatonic,D,C,3.910001730774752,C,24
0,just diatonic,E,E,0.0,E,24
2,just diatonic,E,F,-11.731285269777231,F,24
6,just diatonic,E,G,-15.641287000552529,G,24
10,just diatonic,E,A,1.9550008653872297,A,24
14,just diatonic,E,B,-1.9550008653872,B,24
16,just diatonic,E,C,-13.686286135165112,C,24
20,just diatonic,E,D,-17.596287865939992,D,24
0,just diatonic,F,F,0.0,F,24
4,just diatonic,F,G,-3.910001730774866,G,24
8,just diatonic,F,A,13.686286135164837,A,24
12,just diatonic,F,B,9.776284404390458,B,24
14,just diatonic,F,C,-1.955000865387585,C,24
18,just diatonic,F,D,-5.865002596162659,D,24
22,just diatonic,F,E,11.731285269777365,E,24
0,just diatonic,G,G,0.0,G,24
4,just diatonic,G,A,17.59628786593992,A,24
8,just diatonic,G,B,13.686286135165219,B,24
10,just diatonic,G,C,1.9550008653876136,C,24
14,just diatonic,G,D,-1.955000865387585,D,24
18,just diatonic,G,E,15.641287000552365,E,24
20,just diatonic,G,F,3.9100017307751354,F,24
0,just diatonic,A,A,0.0,A,24
4,just diatonic,A,B,-3.9100017307744803,B,24
6,just diatonic,A,C,-15.641287000552529,C,24
10,just diatonic,A,D,-19.55128873132752,D,24
14,just diatonic,A,E,-1.9550008653873927,E,24
16,just diatonic,A,F,-13.686286135164918,F,24
20,just diatonic,A,G,-17.596287865939992,G,24
0,just diatonic,B,B,0.0,B,24
2,just diatonic,B,C,-11.731285269777812,C,24
6,just diatonic,B,D,-15.641287000552722,D,24
10,just diatonic,B,E,1.9550008653872297,E,24
12,just diatonic,B,F,-9.776284404390282,F,24
16,just diatonic,B,G,-13.6862861351655,G,24
20,just diatonic,B,A,3.910001730774752,A,24
0,just diatonic,C,C,0.0,C,25
4,just diatonic,C,D,-11.910001730774688,D,25
8,just diatonic,C,E,-2.3137138648348,E,25
10,just diatonic,C,F,-18.044999134612468,F,25
15,just diatonic,C,G,18.044999134612222,G,25
18,just diatonic,C,A,-20.358712999447633,A,25
23,just diatonic,C,B,15.731285269777683,B,25
0,just diatonic,D,D,0.0,D,25
4,just diatonic,D,E,9.596287865940026,E,25
6,just diatonic,D,F,-6.134997403837617,F,25
10,just diatonic,D,G,-18.044999134612468,G,25
14,just diatonic,D,A,-8.448711268672543,A,25
18,just diatonic,D,B,-20.358712999447246,B,25
21,just diatonic,D,C,11.91000173077486,C,25
0,just diatonic,E,E,0.0,E,25
2,just diatonic,E,F,-15.731285269777453,F,25
7,just diatonic,E,G,20.35871299944768,G,25
10,just diatonic,E,A,-18.044999134612663,A,25
15,just diatonic,E,B,18.044999134612603,B,25
17,just diatonic,E,C,2.313713864834994,C,25
21,just diatonic,E,D,-9.596287865940118,D,25
0,just diatonic,F,F,0.0,F,25
4,just diatonic,F,G,-11.910001730774882,G,25
8,just diatonic,F,A,-2.313713864835185,A,25
12,just diatonic,F,B,-14.22371559560983,B,25
15,just diatonic,F,C,18.044999134612222,C,25
19,just diatonic,F,D,6.134997403837252,D,25
23,just diatonic,F,E,15.731285269777302,E,25
0,just diatonic,G,G,0.0,G,25
4,just diatonic,G,A,9.596287865940026,A,25
8,just diatonic,G,B,-2.3137138648348,B,25
10,just diatonic,G,C,-18.044999134612663,C,25
15,just diatonic,G,D,18.044999134612222,D,25
18,just diatonic,G,E,-20.358712999447633,E,25
21,just diatonic,G,F,11.910001730775244,F,25
0,just diatonic,A,A,0.0,A,25
4,just diatonic,A,B,-11.910001730774688,B,25
7,just diatonic,A,C,20.35871299944806,C,25
11,just diatonic,A,D,8.4487112686723,D,25
15,just diatonic,A,E,18.044999134612222,E,25
17,just diatonic,A,F,2.313713864834994,F,25
21,just diatonic,A,G,-9.596287865939926,G,25
0,just diatonic,B,B,0.0,B,25
2,just diatonic,B,C,-15.731285269778038,C,25
7,just diatonic,B,D,20.35871299944768,D,25
10,just diatonic,B,E,-18.044999134612663,E,25
13,just diatonic,B,F,14.223715595609631,F,25
17,just diatonic,B,G,2.313713864834994,G,25
21,just diatonic,B,A,11.91000173077486,A,25
0,just diatonic,C,C,0.0,C,26
4,just diatonic,C,D,-19.294617115390434,D,26
8,just diatonic,C,E,-17.08294463406585,E,26
11,just diatonic,C,F,9.647308557695165,F,26
15,just diatonic,C,G,-9.647308557695418,G,26
19,just diatonic,C,A,-7.4356360763706295,A,26
24,just diatonic,C,B,19.42359296208574,B,26
0,just diatonic,D,D,0.0,D,26
4,just diatonic,D,E,2.211672481324351,E,26
6,just diatonic,D,F,-17.211920480760636,F,26
11,just diatonic,D,G,9.647308557695165,G,26
15,just diatonic,D,A,11.8589810390197,A,26
19,just diatonic,D,B,-7.435636076370243,B,26
22,just diatonic,D,C,19.294617115390093,C,26
0,just diatonic,E,E,0.0,E,26
2,just diatonic,E,F,-19.42359296208528,F,26
7,just diatonic,E,G,7.435636076370729,G,26
11,just diatonic,E,A,9.647308557695165,A,26
15,just diatonic,E,B,-9.64730855769503,B,26
18,just diatonic,E,C,17.082944634065832,C,26
22,just diatonic,E,D,-2.2116724813245576,D,26
0,just diatonic,F,F,0.0,F,26
4,just diatonic,F,G,-19.29461711539063,G,26
8,just diatonic,F,A,-17.082944634066045,A,26
13,just diatonic,F,B,9.776284404390458,B,26
15,just diatonic,F,C,-9.647308557695611,C,26
20,just diatonic,F,D,17.211920480760515,D,26
24,just diatonic,F,E,19.42359296208536,E,26
0,just diatonic,G,G,0.0,G,26
4,just diatonic,G,A,2.211672481324351,A,26
8,just diatonic,G,B,-17.082944634065463,B,26
11,just diatonic,G,C,9.647308557694785,C,26
15,just diatonic,G,D,-9.647308557695418,D,26
19,just diatonic,G,E,-7.4356360763706295,E,26
22,just diatonic,G,F,19.294617115390093,F,26
0,just diatonic,A,A,0.0,A,26
4,just diatonic,A,B,-19.29461711539024,B,26
7,just diatonic,A,C,7.435636076370729,C,26
11,just diatonic,A,D,-11.858981039019561,D,26
15,just diatonic,A,E,-9.647308557695224,E,26
18,just diatonic,A,F,17.082944634065832,F,26
22,just diatonic,A,G,-2.2116724813245576,G,26
0,just diatonic,B,B,0.0,B,26
2,just diatonic,B,C,-19.42359296208528,C,26
7,just diatonic,B,D,7.435636076370346,D,26
11,just diatonic,B,E,9.647308557694785,E,26
13,just diatonic,B,F,-9.776284404390282,F,26
18,just diatonic,B,G,17.08294463406545,G,26
22,just diatonic,B,A,19.294617115390093,A,26
0,just diatonic,C,C,0.0,C,27
5,just diatonic,C,D,18.312220491447274,D,27
9,just diatonic,C,E,13.686286135165219,E,27
11,just diatonic,C,F,-9.156110245723731,F,27
16,just diatonic,C,G,9.156110245723537,G,27
20,just diatonic,C,A,4.530175889441162,A,27
24,just diatonic,C,B,-21.602048063555554,B,27
0,just diatonic,D,D,0.0,D,27
4,just diatonic,D,E,-4.625934356282393,E,27
7,just diatonic,D,F,16.976113707273708,F,27
11,just diatonic,D,G,-9.156110245723731,G,27
15,just diatonic,D,A,-13.782044602005968,A,27
20,just diatonic,D,B,4.530175889441546,B,27
22,just diatonic,D,C,-18.312220491447448,C,27
0,just diatonic,E,E,0.0,E,27
3,just diatonic,E,F,21.602048063555877,F,27
7,just diatonic,E,G,-4.5301758894412885,G,27
11,just diatonic,E,A,-9.156110245723731,A,27
16,just diatonic,E,B,9.156110245723921,B,27
18,just diatonic,E,C,-13.686286135165112,C,27
23,just diatonic,E,D,4.625934356282237,D,27
0,just diatonic,F,F,0.0,F,27
5,just diatonic,F,G,18.31222049144689,G,27
9,just diatonic,F,A,13.686286135164837,A,27
13,just diatonic,F,B,-12.445937817831881,B,27
16,just diatonic,F,C,9.156110245723537,C,27
20,just diatonic,F,D,-16.976113707273814,D,27
24,just diatonic,F,E,-21.60204806355614,E,27
0,just diatonic,G,G,0.0,G,27
4,just diatonic,G,A,-4.625934356282586,A,27
9,just diatonic,G,B,13.686286135165219,B,27
11,just diatonic,G,C,-9.156110245723925,C,27
16,just diatonic,G,D,9.156110245723537,D,27
20,just diatonic,G,E,4.530175889441546,E,27
22,just diatonic,G,F,-18.312220491447253,F,27
0,just diatonic,A,A,0.0,A,27
5,just diatonic,A,B,18.312220491447274,B,27
7,just diatonic,A,C,-4.5301758894412885,C,27
12,just diatonic,A,D,13.782044602006016,D,27
16,just diatonic,A,E,9.156110245723537,E,27
18,just diatonic,A,F,-13.686286135164918,F,27
23,just diatonic,A,G,4.625934356282237,G,27
0,just diatonic,B,B,0.0,B,27
3,just diatonic,B,C,21.602048063555493,C,27
7,just diatonic,B,D,-4.530175889441674,D,27
11,just diatonic,B,E,-9.156110245724117,E,27
14,just diatonic,B,F,12.445937817832162,F,27
18,just diatonic,B,G,-13.6862861351655,G,27
22,just diatonic,B,A,-18.31222049144764,A,27
0,just diatonic,C,C,0.0,C,28
5,just diatonic,C,D,10.375712554939573,D,28
9,just diatonic,C,E,-0.5994281505494505,E,28
12,just diatonic,C,F,16.240715151101934,F,28
16,just diatonic,C,G,-16.240715151101515,G,28
21,just diatonic,C,A,15.641287000552365,A,28
25,just diatonic,C,B,-16.840143301650826,B,28
0,just diatonic,D,D,0.0,D,28
4,just diatonic,D,E,-10.975140705488768,E,28
7,just diatonic,D,F,5.865002596162303,F,28
12,just diatonic,D,G,16.24071515110155,G,28
16,just diatonic,D,A,5.265574445613126,A,28
21,just diatonic,D,B,15.641287000552746,B,28
23,just diatonic,D,C,-10.375712554939247,C,28
0,just diatonic,E,E,0.0,E,28
3,just diatonic,E,F,16.84014330165094,F,28
7,just diatonic,E,G,-15.641287000552529,G,28
12,just diatonic,E,A,16.24071515110155,A,28
16,just diatonic,E,B,-16.240715151101515,B,28
19,just diatonic,E,C,0.5994281505495447,C,28
24,just diatonic,E,D,10.975140705488421,D,28
0,just diatonic,F,F,0.0,F,28
5,just diatonic,F,G,10.37571255493919,G,28
9,just diatonic,F,A,-0.5994281505496427,A,28
14,just diatonic,F,B,9.776284404390458,B,28
16,just diatonic,F,C,-16.240715151101902,C,28
21,just diatonic,F,D,-5.865002596162659,D,28
25,just diatonic,F,E,-16.840143301651214,E,28
0,just diatonic,G,G,0.0,G,28
4,just diatonic,G,A,-10.975140705488768,A,28
9,just diatonic,G,B,-0.599428150549066,B,28
12,just diatonic,G,C,16.24071515110155,C,28
16,just diatonic,G,D,-16.240715151101707,D,28
21,just diatonic,G,E,15.641287000552365,E,28
23,just diatonic,G,F,-10.37571255493944,F,28
0,just diatonic,A,A,0.0,A,28
5,just diatonic,A,B,10.375712554939957,B,28
7,just diatonic,A,C,-15.641287000552529,C,28
12,just diatonic,A,D,-5.265574445612954,D,28
16,just diatonic,A,E,-16.240715151101902,E,28
19,just diatonic,A,F,0.5994281505495447,F,28
24,just diatonic,A,G,10.975140705488421,G,28
0,just diatonic,B,B,0.0,B,28
3,just diatonic,B,C,16.84014330165056,C,28
7,just diatonic,B,D,-15.641287000552722,D,28
12,just diatonic,B,E,16.24071515110155,E,28
14,just diatonic,B,F,-9.776284404390282,F,28
19,just diatonic,B,G,0.5994281505491604,G,28
23,just diatonic,B,A,-10.375712554939634,A,28
0,just diatonic,C,C,0.0,C,29
5,just diatonic,C,D,2.9865499933630995,D,29
9,just diatonic,C,E,-13.89992076138667,E,29
12,just diatonic,C,F,-1.4932749966815675,F,29
17,just diatonic,C,G,1.4932749966816632,G,29
21,just diatonic,C,A,-15.393195758068293,A,29
26,just diatonic,C,B,-12.40664576470472,B,29
0,just diatonic,D,D,0.0,D,29
4,just diatonic,D,E,-16.886470754749563,E,29
7,just diatonic,D,F,-4.479824990044507,F,29
12,just diatonic,D,G,-1.4932749966815675,G,29
16,just diatonic,D,A,-18.379745751431336,A,29
21,just diatonic,D,B,-15.393195758067904,B,29
24,just diatonic,D,C,-2.9865499933632353,C,29
0,just diatonic,E,E,0.0,E,29
3,just diatonic,E,F,12.406645764704985,F,29
8,just diatonic,E,G,15.393195758068345,G,29
12,just diatonic,E,A,-1.4932749966815675,A,29
17,just diatonic,E,B,1.4932749966816632,B,29
20,just diatonic,E,C,13.899920761386879,C,29
25,just diatonic,E,D,16.886470754749926,D,29
0,just diatonic,F,F,0.0,F,29
5,just diatonic,F,G,2.9865499933630995,G,29
9,just diatonic,F,A,-13.899920761386863,A,29
14,just diatonic,F,B,-10.913370768023594,B,29
17,just diatonic,F,C,1.4932749966812788,C,29
22,just diatonic,F,D,4.479824990043989,D,29
26,just diatonic,F,E,-12.406645764705107,E,29
0,just diatonic,G,G,0.0,G,29
4,just diatonic,G,A,-16.886470754749563,A,29
9,just diatonic,G,B,-13.899920761386477,B,29
12,just diatonic,G,C,-1.4932749966817598,C,29
17,just diatonic,G,D,1.4932749966812788,D,29
21,just diatonic,G,E,-15.393195758068293,E,29
24,just diatonic,G,F,-2.9865499933628503,F,29
0,just diatonic,A,A,0.0,A,29
5,just diatonic,A,B,2.9865499933634836,B,29
8,just diatonic,A,C,15.393195758067964,C,29
13,just diatonic,A,D,18.379745751431354,D,29
17,just diatonic,A,E,1.4932749966816632,E,29
20,just diatonic,A,F,13.899920761386879,F,29
25,just diatonic,A,G,16.886470754749546,G,29
0,just diatonic,B,B,0.0,B,29
3,just diatonic,B,C,12.406645764704603,C,29
8,just diatonic,B,D,15.393195758067964,D,29
12,just diatonic,B,E,-1.4932749966819523,E,29
15,just diatonic,B,F,10.913370768023674,F,29
20,just diatonic,B,G,13.899920761386497,G,29
24,just diatonic,B,A,-2.9865499933632353,A,29
0,just diatonic,C,C,0.0,C,30
5,just diatonic,C,D,-3.9100017307746735,D,30
10,just diatonic,C,E,13.686286135165219,E,30
12,just diatonic,C,F,-18.044999134612468,F,30
18,just diatonic,C,G,18.044999134612222,G,30
22,just diatonic,C,A,-4.358712999447557,A,30
27,just diatonic,C,B,-8.268714730222182,B,30
0,just diatonic,D,D,0.0,D,30
5,just diatonic,D,E,17.59628786593992,E,30
7,just diatonic,D,F,-14.13499740383735,F,30
12,just diatonic,D,G,-18.044999134612468,G,30
17,just diatonic,D,A,-0.44871126867276323,A,30
22,just diatonic,D,B,-4.358712999447173,B,30
25,just diatonic,D,C,3.910001730774752,C,30
0,just diatonic,E,E,0.0,E,30
3,just diatonic,E,F,8.26871473022266,F,30
8,just diatonic,E,G,4.35871299944751,G,30
12,just diatonic,E,A,-18.044999134612663,A,30
18,just diatonic,E,B,18.044999134612603,B,30
20,just diatonic,E,C,-13.686286135165112,C,30
25,just diatonic,E,D,-17.596287865939992,D,30
0,just diatonic,F,F,0.0,F,30
5,just diatonic,F,G,-3.910001730774866,G,30
10,just diatonic,F,A,13.686286135164837,A,30
15,just diatonic,F,B,9.776284404390458,B,30
18,just diatonic,F,C,18.044999134612222,C,30
23,just diatonic,F,D,14.13499740383728,D,30
27,just diatonic,F,E,-8.268714730222761,E,30
0,just diatonic,G,G,0.0,G,30
5,just diatonic,G,A,17.59628786593992,A,30
10,just diatonic,G,B,13.686286135165219,B,30
12,just diatonic,G,C,-18.044999134612663,C,30
18,just diatonic,G,D,18.044999134612222,D,30
22,just diatonic,G,E,-4.358712999447557,E,30
25,just diatonic,G,F,3.9100017307751354,F,30
